id1	uid1	bw1	ew1	b1	e1	len1	tok1	s1	gid1	id2	uid2	bw2	ew2	b2	e2	len2	tok2	s2	gid2	matches	score
JK000002-ara1.ms15	4778361233506223490	62	296	312	1416	1430	300	اوحي الله تبارك وتعالي الي عيسي بن مريم صلي الله عليه وسل--م اذا انعمت عليك -نعمة فاستقبلها بالاستكانة ات-مها عليك حدثنا عبد الله بن ابي بدر حدثنا اسماعيل بن ابراهيم عن الجريري عن ابي الورد بن ثمامة عن عمرو بن مرداس عن كعب قال ما انعم الله عز وجل علي عبد من نعمة في الدنيا فشكرها لله وتواضع بها لله الا اعطاه الله عز وجل نفعها في الدنيا ورفع له بها درجة في الاخرة وما انعم الله عز وجل علي عبد من نعمة في الدنيا فلم يشكرها لله ولم يتواضع بها لله عز وجل الا منعه الله عز وجل نفعها في الدنيا وفتح له طبقا من النار يعذبه به ان شاء الله او يتجاوز عنه حدثني هارون بن سفيان حدثنا ابو عمر العمري حدثني علي بن عوف الازدي حدثني اسحاق بن سعيد بن عمرو بن سعيد قال قال يحيي بن الحكم بن ابي العاص لعبد الملك--------- اي الرجال افضل قال من تواضع عن رفعة وزهد علي قدرة وترك النصرة علي قومه حدثني الحسين بن عبد الرحمن حدثنا زكريا بن ابي خالد البلدي قال دخل -بن السماك علي هارون فقال يا امير المءمنين والله لتواضعك في شرفك اشرف لك من شرفك فقال ما احسن ما قلت فقال يا امير المءمنين ان امرا اتاه الله عز وجل جمالا في خلق-ه وموضعا في حسبه وبسط له في ذات يده فعف في جماله وواسي في ماله وتواضع في حسبه كتب في ديوان الله عز وجل من خالص الله عز----	3982132961308543232	JK000001-ara1.ms2133	7368023713834176054	64	216	304	1039	1489	300	اوحي الله -------تعالي الي عيسي -----------------عليه السلام اذا انعمت عليك بنعمة فاستقبلها بالاستكانة اتممها عليك وقال--------------------------------------------------------------------------------------------------- كعب---- ما انعم الله------- علي عبد من نعمة في الدنيا فشكرها لله وتواضع بها لله الا اعطاه الله------- نفعها في الدنيا ورفع ب---ها درجة في الاخرة وما انعم الله------- علي عبد من نعمة في الدنيا فلم يش-رها---- ولم يتواضع بها لله ا-------لا منعه الله------- نفعها في الدنيا وفتح له طبقا من النار يعذ---به ان شاء الله او يتجاوز عنه وقيل------------------------------------------------------------------------------------------------------------------------------------ لعبد الملك بن مروان اي الرجال افضل قال من تواضع عن قدرة وزهد عن رغب-ة وترك النصرة عن قوة و---------------------------------------------------------------دخل ابن السماك علي هارون فقال يا امير المءمنين ان تو----اضعك في شرفك اشرف لك من شرفك فقال ما احسن ما قلت فقال يا امير المءمنين ان امرا اتاه الله ج-------مالا في خلقته وموضعا في حسبه وبسط له في ذات يده فعف في جماله وواسي من ماله وتو-ضع في حسبه كتب في ديوان الله -------من خالص اولياء الله	8989071251619580677	675	1140.5
JK000002-ara1.ms18	-9063591409189704449	184	276	901	1392	1519	300	صلي الله عليه وسلم الكرم التقوي والشرف التواضع واليقين الغني حدثنا عبد الله بن--------------------------------------- ابي بدر اخبرنا شعيب بن حرب حدثنا صالح المري قال خرج الحسن ويونس وايوب يتذاكرون التواضع فقال لهما الحسن وهل تدرون ما التواضع التواضع ان تخرج من منزلك فلا تلق مسلما الا رايت له عليك فضلا حدثنا اسحاق بن ابراهيم حدثنا ابو يزيد الرازي حدثنا اسحاق بن ابراهيم بن يزيد حدثنا مسلمة بن جعفر عن سعد الطاءي قال كان عيسي بن مريم يقول طوبي ----------للمتواضعين في الدنيا هم اصحاب المناءر يوم القيامة طوبي للمصلحين بين الناس في الدنيا هم	3982132961308543232	JK000001-ara1.ms2130	7247495869771474447	244	299	1205	1529	1530	300	صلي الله عليه وسلم الكرم التقوي والشرف التواضع واليقين الغني حديث الكرم التقوي والشرف التواضع واليقين الغني اخرجه ابن ابي الدنيا في كتاب اليقين مرسلا واسند الحاكم اوله------------------------------------------------------------------------------------------ من رواية الحسن------------------------------------------------------------------------------------------------------------------------------ عن سمرة وقال صحيح الاسناد وقال المسيح عليه السلام طوبي للمتواضعين في الدنيا هم اصحاب المنابر يوم القيامة طوبي للمصلحين بين الناس في الدنيا هم	8989071251619580677	173	260.0
JK000002-ara1.ms19	4156449546844140727	133	164	639	787	1393	300	بلغني ان النبي صلي الله عليه وسلم قال اذا هدي الله عز وجل عبدا للاسلام وحسن صورته وجعله في موضع غير شاءن له ورزقه مع ذلك تواضعا فذلك من صفوة الله عز--	3982132961308543232	JK000001-ara1.ms2131	4433216288760814133	20	49	117	260	1546	300	بلغني ان النبي صلي الله عليه وسلم قال اذا هدي الله------- عبدا للاسلام وحسن صورته وجعله في موضع غير شاءن له ورزقه مع ذلك تواضعا فذلك من صفوة الله حديث	8989071251619580677	139	262.5
JK000002-ara1.ms2	2141287682283315118	119	229	597	1140	1484	300	بن عبد الرحمن حدثني---------------- محمد بن سويد قال قحط اهل المدينة وكان بها رجل صالح ------------لازم لمسجد النبي رسول الله صلي الله عليه وسلم فبينما هم في دعاءهم اذ جاء ر--جل عليه طمران خلقان فصلي ركعتين واوجز فيهما ثم بسط يديه فقال يا رب اقسمت عليك الا امطرت علينا الساعة فلم يرد يديه ولم يقطع دعاءه حتي تغشت السماء بالغي-م وامطروا حتي صاح اهل المدينة من مخافة الغرق فقال يا رب ان كنت تعلم انهم قد اكتفوا فارفع عنهم فسكن وتبع الرجل صاحب- المطر ح------تي عرف منزله ثم بكر عليه فخرج اليه فقال اني اتيتك في حاجة -قال وما هي قال تخصني بدعوة قال سبحان الله انت انت وتسالني--- اخصك بدعوة	3982132961308543232	JK000001-ara1.ms2009	-8272160057593068993	186	299	931	1487	1488	300	بن عبد الرحمن وهو الزرقي متروك وقال محمد بن سويد---- قحط اهل المدينة وكان بها رجل صالح لا يءبه له ملازم لمسجد النبي---------- صلي الله عليه وسلم------- هم في دعاءهم اذ جاءهم رجل عليه طمران خلقان فصلي ركعتين -اوجز فيهما ثم بسط يديه فقال يا رب اقسمت عليك الا امطرت علينا الساعة فلم يرد يديه ولم يقطع دعاءه حتي تغشت السماء بالغمام وامطروا حتي صاح اهل المدينة من مخافة الغرق فقال يا رب ان كنت تعلم انهم قد اكتفوا فارفع عنهم وسكن وتبع الرجل صاحبه الذي استسقي حتي عرف منزله ثم بكر عليه فخرج اليه فقال اني اتيتك في حاجة فقال م-ا هي قال تخصني بدعوة قال سبحان الله انت انت وتسالني ان اخصك------	8989071251619580677	499	905.5
JK000002-ara1.ms2	2141287682283315118	0	35	1	180	1484	300	الذين لا ينكحون المتنعمات ولا تفتح لهم ابواب السدد---------------------------------------------------------------------------------------- فقال عمر بن عبد العزيز------ لقد ------------------------------------فتحت ------لي السدد ونكحت المتنعمات ---لا جرم لا ادهن راسي حتي يشعث ولا اغسل ثوبي الذي يلي بدني حتي يتسخ حدثنا	3982132961308543232	JK000001-ara1.ms3269	-4358881507420354996	126	188	628	944	1486	300	الذين لا ينكحون المتنعمات ولا تفتح لهم ابواب السدد حديث ثوبان ان حوضي ما بين عدن الي عمان البلقاء الحديث اخرجه الترمذي وقال غريب وابن ماجه فقال عمر بن عبد العزيز والله لقد نكحت المتنعمات فاطمة بنت عبد الملك وفتحت لي ابواب السدد الا ان يرحمني الله لا جرم لا ادهن راسي حتي يشعث ولا اغسل ثوبي الذي علي جسدي حتي يتسخ وعن--	8989071251619580677	152	228.5
JK000002-ara1.ms21	-8578108752589136858	0	102	1	489	1442	300	رايت عمر بن الخطاب رضي الله عنه خرج الي السوق وبيده الدرة وعليه ازار فيه اربع عشرة رقعة بعضها--- ادم وبه حدثنا شعيب بن حرب عن سليمان بن المغيرة عن ثابت عن انس قال رايت بين كتفي عمر رحمه الله اربع رقاع حدثني سريج بن يونس حدثنا علي بن هاشم عن اسماعيل البزار عن ام عفيف قالت رايت علي بن ابي طالب مءتزرا ببرد احمر من برود الحمالين فيه رقعة بيضاء حدثنا خلف بن سالم حدثنا وكيع عن سفيان عن عمر بن قيس ان عليا رضي الله عنه رءي عليه ازار مرقوع فعوتب في لبوسه فقال يقتدي به المءمن ويخشع له القلب حدثني	3982132961308543232	JK000001-ara1.ms2159	-6388242749911897309	93	129	466	645	1476	300	رايت عمر بن الخطاب رضي الله عنه خرج الي السوق وبيده الدرة وعليه ازار فيه اربع عشرة رقعة بعضها من ادم و--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------عوتب علي- كرم الله وجهه في از-----ار مرقوع--------------- فقال يقتدي به المءمن ويخشع له القلب وقال-	8989071251619580677	158	275.0
JK000002-ara1.ms23	7458757911607585085	206	274	1027	1344	1462	300	سعيد بن سويد من حرس عمر بن عبد العزيز قال صلي بنا عمر بن عبد العزيز الجمعة ثم جلس وعليه قميص مرقوع الجيب من بين يديه ومن خلفه فقال له رجل يا امير المءمنين ان الله عز وجل قد اعطاك فلو لبست وصنعت فنكس----- مليا حتي عرفنا ان ذلك قد ساءه ثم رفع راسه اليه فقال ان افضل القصد عند الجدة و---افضل العفو عند المقدرة حدثنا عبيد الله بن--	3982132961308543232	JK000001-ara1.ms2159	-6388242749911897309	226	279	1125	1377	1476	300	سعيد بن سويد ص-----------------------------لي بنا عمر بن عبد العزيز الجمعة ثم جلس وعليه قميص مرقوع الجيب من بين يديه ومن خلفه فقال له رجل يا امير المءمنين ان الله -------قد اعطاك فلو لبس------ت فنكس راسه مليا -------------------------ثم رفع راسه فق-----ال ان افضل القصد عند الجدة وان افضل العفو عند ال-قدرة --وقال صلي الله عليه	8989071251619580677	230	389.0
JK000002-ara1.ms3	4922538109784438643	137	300	644	1544	1545	300	بن منبه قال لما بعث الله تبارك وتعالي موسي وهارون-------------- الي فرعون قال لا يرعكم---ا لباسه الذي لبس من الدنيا فان ناصيته بيدي ليس ينطق ولا يطرف ولا يتنفس الا باذني ولا يعجب-كما ما -متع به منها فانما هي زهرة الحياة الدنيا وزينة المترفين ولو شءت ان ازينكما بزينة من الدنيا يعرف فرعون حين يراها ان مقدرته تعجز عما اوتيتما لفعلت ولكني ارغب بكما عن ذلك فازوي ذلك عنكما وكذلك افعل باولياءي وقديما ما خرت لهم في امور الدنيا اني لاذودهم عن نعيمها كما يذود الراعي الشفيق غنمه عن موارد الهلكة واني لاجنبهم سلوتها كما يجنب الراعي الشفيق ابله عن مبارك العرة وما ذاك لهوانهم علي ولكن ليستكملوا نصيبهم من كرامتي سالما موفورا لم يكمله الطمع ولم تنتقصه الدنيا بغرورها انما يتزين لي اولياءي بالذل والخشوع والخوف --------والتقوي تثبت في قلوبهم فتظهر علي اجسادهم فهي ثيابهم التي يلبسون ودثارهم الذي يظهرون وضميرهم الذي يستشعرون ونجاتهم التي بها يفوزون ورجاءهم الذي اياه يءملون ومجدهم الذي به يفخرون وسيماهم التي بها يعرفون فاذا لقيتهم فاخفض----	3982132961308543232	JK000001-ara1.ms1887	8514726050835361017	26	177	133	970	1633	300	بن منبه---- لما بعث الله عز وجل------ موسي وهارون عليهما السلام الي فرعون قال لا يرو عنكما لباسه الذي لبس من الدنيا فان ناصيته بيدي ليس ينطق ولا يطرف ولا يتنفس الا باذني ولا يعجبنكما ما تمتع به منها فانما هي زهرة الحياة الدنيا وزينة المترفين فلو شءت ان ازينكما بزينة من الدنيا يعرف فرعون حين يراها ان -قدرته تعجز عما اوتيتما لفعلت ولكني ارغب بكما عن ذلك فازوي ذلك عنكما وكذلك افعل باولياءي--------------------------------- اني لاذودهم عن نعيمها كما يذود الراعي الشفيق غنمه عن مراتع الهلكة واني لاجنبهم ملاذها كما يجنب الراعي الشفيق ابله عن منازل الغرة وما ذاك لهوانهم علي ولكن ليستكملوا نصيبهم من كرامتي سالما موفرا------------------------------------------ انما يتزين لي اولياءي بالذل و--------الخوف والخضوع والتقوي تنبت في قلوبهم وتظهر علي اجسادهم فهي ثيابهم التي يلبسون ودثارهم الذي يظهرون وضميرهم الذي يستشعرون ونجاتهم التي بها يفوزون ورجاءهم الذي اياه ياملون ومجدهم الذي به يفخرون وسيماهم التي بها يعرفون فاذا لقيتهم فاخفض لهم	8989071251619580677	781	1458.5
JK000002-ara1.ms3	4922538109784438643	53	127	231	605	1545	300	عن عمر ا---------نه دخل المسجد فاذا هو بمعاذ بن جبل يبكي عند قبر رسول الله صلي الله عليه وسلم فقال ما يبكيك يا معاذ قال حديث سمعته من رسول الله صلي الله عليه وسلم سمعت رسول الله صلي الله عليه وسلم يقول--- اليسير من الرياء شرك وان الله يحب الاتقياء الاخفياء الابرار الذين اذا غابوا لم يف-قدوا واذا حضروا لم يعرفوا قلوبهم مصابيح الهدي ينجون من كل غبراء مظلمة حدثنا خلف بن --هشام البزار حدثنا	3982132961308543232	JK000001-ara1.ms2009	-8272160057593068993	100	164	490	808	1488	300	ان عمر رضي الله عنه دخل المسجد فراي ----معاذ بن جبل يبكي عند قبر رسول الله صلي الله عليه وسلم فقال ما يبكيك فقال س--------------------------------------------------معت رسول الله صلي الله عليه وسلم يقول ان اليسير من الرياء---- وان الله يحب الاتقياء الاخفياء-------- الذين ان- غابوا لم يفتقدوا وان- حضروا لم يعرفوا قلوبهم مصابيح الهدي ينجون من كل غبراء مظلمة حديث معاذ بن جبل ان اليسير من---	8989071251619580677	275	459.0
JK000002-ara1.ms30	-1805852600039730088	16	193	78	935	1451	300	-عن ابي سلمة بن عبد الرحمن قال التقي عبد الله بن عمر- وعبد الله بن عمرو علي المروة فتوافقا فمضي -بن عمرو واقام -بن عمر يبكي -قال --ما يبكيك يا ابا عبد الرحمن----- هذا ي---------عني بن عمرو زعم انه سمع رسول الله صلي الله عليه وسلم يقول من كان في قلبه مثقال حبة من خردل من كبر اكبه الله--------- علي وجهه في النار حدثني يحيي بن عبد الحميد الحماني حدثنا جعفر بن سل-----------------------------------------------------------------------يمان عن ثابت عن انس قال مر النبي صلي الله عليه وسلم في طريق ومرت امراة سوداء فقال لها رجل الطريق فقالت الطريق ثمة فقال النبي صلي الله عليه وسلم دعوها فانها جبارة حدثنا اسحاق بن اسماعيل حدثنا ابو معاوية عن عمر ابن راشد عن اياس بن سلمة بن الاكوع عن ابيه قال قال رسول الله صلي الله عليه وسلم لا يزال الرجل يذهب بنفسه حتي يكتب في الجبارين فيصيبه ما اصابهم من العذاب حدثني هارون بن عبد الله حدثنا ابراهيم بن عبد- الرحمن بن مهدي حدثنا سيار عن جعفر قال سمعت مالك بن دينار قال قا-----------------------------------------------ل سليمان بن داود-------------- يوما للطير والجن والانس والبهاءم اخرجوا	3982132961308543232	JK000001-ara1.ms2122	-81879590254844470	151	300	751	1473	1474	300	وعن ابي سلمة بن عبد الرحمن قال التقي عبد الله بن عمرو وعبد الله بن عمر- علي الصفا- فتواقفا فمضي ابن عمرو واقام ابن عمر يبكي فقالوا ما يبكيك يا ابا عبد الرحمن فقال هذا يعني عبد الله بن عمرو زعم انه سمع رسول الله صلي الله عليه وسلم يقول من كان في قلبه مثقال حبة من خردل من كبر اكبه الله في النار علي وجهه حديث------------------ عبد الله بن عمرو من كان في قلبه مثقال حبة من كبر كبه الله في النار علي وجهه اخرجه احمد والبيهقي في شعب الايمان من----------------------------------------------- طريقه باسناد صحيح وق--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ال رسول الله صلي الله عليه وسلم لا يزال الرجل يذهب بنفسه حتي يكتب في الجبارين فيصيبه ما اصابهم من العذاب حد---------------------------------يث لا يزال الرجل يذهب بنفسه حتي يكتب في الجبارين الحديث اخرجه الترمذي وحسنه من حديث سلمة بن الاكوع دون قوله من العذاب وقال سليمان بن داود عليهما السلام يوما للطير ------والانس والجن----------	8989071251619580677	439	687.5
