align_len	b1	b2	bw1	bw2	ch_match	e1	e2	ew1	ew2	gid1	gid2	id1	id2	len1	len2	matches	matches_percent	s1	s2	score	seq1	seq2	tok1	tok2	uid1	uid2	w_match	series_b1	series_b2
511	612	1115	117	208	316	1066	1594	201	298	-5334324642317135731	7707327246432207837	Shamela0011680-ara1.completed.ms056	Shamela0011780-ara1.completed.ms142	1592	1601	394	77.10371819960861	وأما جند فلسطين وهو أول أجناد الشام مما يلى المغرب فإنه تكون مسافته للمراكب طول يومين من رفح إلى حد اللجون وعرضه من يافا إلى ريحا------ يومان وأما-- زغر وديار قوم لوط والجبال والشراة-------- فمضمومة إليها-------- وهى منها فى العمل إلى أيلة وديار قوم لوط والبحيرة الميتة وزغر إلى بيسان وطبرية تسمى الغور لأنها بين جبلين وسائر----- بلاد الشام مرتفع عليها وبعضها من الأردن وبعضها من فلسطين فى العمل وأما نفس فلسطين فهو ما ذكرته وفلس-----طين ماؤها من الأمطار------ وأشجارها وزروعها أعذاء----------------- إلا نابلس	وأما جند فلسطين وهو أول أجناد الشأم مما يلى المغرب فإنه تكون مسافته لل-راكب طول يومين من رفح الى حد اللجون وعرضه من يافا الى ريحا مسيرة يومين ونواحى زغر وديار قوم لوط-------- والشراة والجبال فمضمومة الى هذا الجند وهى منها فى العمل الى ايلة وديار قوم لوط والبحيرة الميتة وزغر الى بيسان وطبرية يسمى الغور لأنها بين جبلين وسائر مياه بلاد الشأم يقع الي--ها وبعضها من الاردن وبعضها من فلسطين و-------------نفس فلسطين -هو ما ذكرته ومياه فلسطين من------ الأمطار والطل وأشجارها وزر-عها أعذاء بخوس لا سقى فيها إلا نابلس	673.0	56	142	300	300	2191271869147613006	2770188785563014908	55	Shamela0011680-ara1.completed	Shamela0011780-ara1.completed
722	1074	1	203	0	347	1587	705	299	132	-5334324642317135731	7707327246432207837	Shamela0011680-ara1.completed.ms056	Shamela0011780-ara1.completed.ms143	1592	1625	435	60.24930747922438	مياها جارية وفلسطين أزكى بلدان الشام------ ومدينتها العظيمة الرملة وبيت المقدس يليها فى الكبر وبيت المقدس مدينة مرتفعة على جبال يصعد إليها من كل مكان ق----------صد من فلسطين وبها م--------سجد ليس فى الإسلام مسجد أكبر منه والبن-اء-------------- فى زاوية من غربى المسجد ويمتد ------------على نحو نصف عرض المسجد والباقى من المسجد فارغ----------- إلا موضع الصخرة فإن عليه حجرا مرتفعا مثل الدكة وفى وسط الحجر ------على الصخرة قبة عالية جدا--------------------------------------- وارتفاع---- الصخرة من الأرض إ-----------------------------------لى صدر القائم وطولها وعرضها متقارب يكون بضعة عشر--------------------------------------------- ذراع---------ا وينزل إلى باطنها--------- بمراق من باب شبيه بالسرداب إلى بيت يكون طوله نحو	مياه- جارية وفلسطين أزكى بلدان الشأم ريوعا ومدينتها العظمى- الرملة وبيت المقدس تليها فى الكبر وهى-------- مدينة مرتفعة على جبال يصعد اليها من كل مكان يقصدها القاصد من فلسطين وببيت المقدس مسجد ليس فى الإسلام مسجد أكبر منه وله بناء فى قبلته مسقف فى زاوية من غربى المسجد ويمتد هذا التسقيف على ----نصف عرض المسجد والباقى من المسجد خال لا بناء فيه إلا موضع الصخرة فإن هناك حجرا مرتفعا ك---الدكة عظيم كبير غير مستو وعلى الصخرة قبة عالية مستديرة الرأس قد غشيت بالرصاص الغليظ السمك وارتفاع هذه الصخرة من الأرض التى تعرف بصخرة موسى تحت هذه القبة الى صدر القائم وطولها وعرضها متقارب وعليها حصار حائط ملوح ويكون نصف قامة ومساحة الحجر بضع عشرة ذراعا فى مثلها وينزل الى باطن هذه الصخرة بمراق من باب يشبه -السرداب الى بيت يكون طوله نحو	684.0	56	143	300	300	2191271869147613006	-4445005748171301728	64	Shamela0011680-ara1.completed	Shamela0011780-ara1.completed
983	10	776	2	145	483	804	1625	151	300	-5334324642317135731	7707327246432207837	Shamela0011680-ara1.completed.ms057	Shamela0011780-ara1.completed.ms143	1616	1625	598	60.83418107833164	وليس ببيت المقدس ماء جار سوى عيون لا -تتسع للزروع وهو------------------ من أخصب بلدان فلسطين ومح-----------------------------------راب دا-ود------ عليه السلام بها وهو بنية مرتفعة ارتفاعها يشبه أن يكون خمسين ذراعا من حجارة وعرضها نحو ثلاثين ذراعا على الحزر والتخمين وأعلاه بناء مثل الحجرة وهو المح----------------------------------------------------------------راب وإذا وصلت إليها م---------ن الرملة فهو أول ما يتلقاك------ من بناء بيت المقدس وفى مسجد بيت المقدس لعامة الأنبياء المعروفين لكل واحد منهم محراب معروف وعلى ناحية جنوب بيت المقدس ع------------------لى ستة أميال منه قرية تعرف ببيت لحم وهى- مولد عيسى عليه السلام ويقال إن فى كنيسة منها قطعة من------ النخلة التى أكلت منها مريم وهى مرفوعة عندهم يصونونها ومن بيت لحم على سمته ف-----ى الجنوب مدينة صغيرة شبيهة فى القدر بقرية تعرف بمسجد ابراهيم عليه السلام وفى المسجد الذي يجمع فيه الجمعة قبر إبراهيم وإسحاق ويعقوب عليهم السلام صفا وقبور نسائهم صفا بحذاء كل قبر من قبورهم ------قبر امرأة صاحبه و----المدينة--------- فى وهدة بين	وليس ببيت المقدس ماء جار سوى عيون لا ينتفع الرزوع بها وعليها شجيرات وهى من أخصب بلاد- فلسطين على مر الأوقات وفى سورها موضع يعرف بمحراب داؤود النبي عليه السلم -----وهو بنية مرتفعة ارتفاعها نحو--------- خمسين ذراعا من حجارة وعرضها نحو ثل-ثين ذراعا ب---الحزر وب--------أعلاه بناء ك---الحجرة وهو المحراب الذي ذكره الله تعالى بقوله وهل أتاك نبأ الخصم إذ تسوروا المحراب وإذا وصلت الى بيت المقدس من الرملة فهو أول ما ي-لقاك وتراه من----- بيت المقدس و--بمسجدها--------- لعامة الأنبياء آثار ومحاري-----------------ب معروفة ول-------------بيت المقدس بناحيه الجنوب منه على ستة أميال---- قرية تعرف ببيت لحم وبها مولد عيسى عليه السل-م ويقال أن فى بي-----------عة منها بعض النخلة التى أكلت منها مريم وهى مرفوعة عندهم يصونونها ومن بيت لحم على سمته أيضا فى الجنوب مدينة صغيرة --------كال-----قرية تعرف بمسجد إبراهيم عليه السل-م و----بمسجدها المجتمع فيه للجمعة قبر إبراهيم وإسحاق ويعقوب عليهم السلم -صفا و----------------------كل قبر من قبورهم تجاهه قبر امرأة صاحبه وهذه المدينة والناحية فى وهدة بين	895.5	57	143	300	300	-8179320629056574560	-4445005748171301728	89	Shamela0011680-ara1.completed	Shamela0011780-ara1.completed
636	804	1	151	0	294	1243	603	234	113	-5334324642317135731	7707327246432207837	Shamela0011680-ara1.completed.ms057	Shamela0011780-ara1.completed.ms144	1616	1551	367	57.704402515723274	جبال كثيرة كثيفة الأشجار وأشجار هذه الجبال وسائر جبال فلسطين وسهلها زيتون وتين وجميز وعنب وسائر الفو---------اكه أقل من ذلك------------------------- ونابلس مدينة السامر-ة -يزعمون أن بيت المقدس هو نابلس وليس للسامرة مكان من الأرض------ إلا بها-------------------------------------- وآخر مدن فلسطين مما يلى جفار مصر مدينة يقال لها غزة -بها قبر--------- هاشم ابن عبد مناف وب--------------ها مولد محمد بن إدريس الشافعى وفي----------------------------------------------------ها أيسر عمر بن الخطاب فى الجاهلية لأنها كانت مستطرقا لأهل الحجاز---------------------- وبفلسطين نحو من عشرين منبرا على صغر رقعت-----------------ها وهى من أخصب --بلاد	جبال------ كثيفة الأشجار وأشجار هذه الجبال وأكثر جبال فلسطين------- زيتون وتين وجميز الى س--ائر الفواكه والفواكه أقلها ويرى أهل مصر أنها مضافة اليهم ونابلس مدينة السامرية ويزعم أهل- بيت المقدس أن ليس ب--------------مكان من الأرض سامرى إلا منها أصله وبالرملة منهم نحو خمس مائة مجزى وآخر مدن فلسطين مما يلى جفار مصر مدينة يقال لها غزة وبها قبر أبى نضلة هاشم -بن عبد مناف سيد قريش أجمع وبها مولد محمد بن إدريس الشافعى أبى عبد الله الفقيه النبيل رحمه الله وقبره بالفسطاط ومنها أيسر عمر بن الخطاب فى الجاهلية لأنها كانت مستطرقا لأهل الحجاز وكان عمر بها مبرطسا ب وبفلسطين نحو--- عشرين منبرا على صغر موقعها ولا أحيط بأجمعها وهى من أخصب البلاد	564.0	57	144	300	300	-8179320629056574560	1781425421808705372	57	Shamela0011680-ara1.completed	Shamela0011780-ara1.completed
367	1254	16	236	2	263	1616	357	300	60	-5334324642317135731	7707327246432207837	Shamela0011680-ara1.completed.ms057	Shamela0011780-ara1.completed.ms145	1616	1579	321	87.46594005449592	-الجبال والشراة فإنهما بلدان متميز-ان أما الشراة فمدينتها تسمى أذرح وأما الجبال فإن مدينتها تسمى روات وهما بلدان فى غاية الخصب والسعة وعامة سكانه-ا العرب متغلبون عليها وأما الأردن فإن مدينتها الكبرى طبرية وهى على بحيرة عذبة الماء طولها اثنا عشر ميل-ا فى عرض فرسخين أو ثلاثة وبها عيون جارية حارة -مستنبطها على نحو فرسخين من المدينة فإذا انتهى الماء إلى المدينة على ما	والجبال والشراة فناحيت----ان متميزتان أما الشراة فمدينتها ا-----ذرح و----الجبال---- مدينتها رواث----- وهما بلدان فى غاية الخصب والسعة وعامة سكانهما العرب متغلبون عليها وأما الأردن ف---مدينتها الكبرى طبرية وهى على بحيرة غذبة الماء طولها اثنا عشر فرسخا فى عرض فرسخين أو ثل-ثة وبها عيون جارية حارة ومستنبطها على نحو فرسخين من المدينة فإذا انتهى الماء الى المدينة على ما	571.5	57	145	300	300	-8179320629056574560	2766565028107270289	47	Shamela0011680-ara1.completed	Shamela0011780-ara1.completed
1288	1	357	0	60	733	1083	1579	210	300	-5334324642317135731	7707327246432207837	Shamela0011680-ara1.completed.ms058	Shamela0011780-ara1.completed.ms145	1564	1579	924	71.73913043478261	دخله من الفتور بطول السير إذا طرحت فيه الجلود انمعطت و---------لا يمكن استعماله إلا بالمزاج ويعم ذلك الماء حماماتهم ومياضىء لهم والغور أوله-- هذه البحيرة ثم يمتد على بيسان حتى ينتهى إلى زغر وريحا إلى البحيرة الميتة والغور ما بين جبلين غائر فى الأرض جدا وبه ع-----------------يون وأنهار ونخيل ولا تستقر به الثلوج وبعض الغور من حد الأردن إلى أن تجاوز بيسان فإذا جاوزته كان من حد فلسطين وهذا البطن إذا امتد فيه السائر أداه إلى أيلة وصور بلد---------------------------------------------------------------------------------------- من أحصن الحصون التى على شط البحر عامرة خصبة ويقال إنه أقدم بلد بالساحل وإن عامة حكماء اليونان-- منها وبالأردن كان مسكن يعقوب النبي عليه السلام وجب يوسف عليه السلام على اثنى عشر ميلا من طبرية على ما يلى-- دمشق وم-----ياه طبرية -من البحيرة-- وأما جند دمشق فإن قصبتها مدينة دمشق وهى أجل مدينة بالشام كلها وهى فى أرض واسعة بي---------ن جبال تحيط بها م----ياه كثيرة وأشجار وزروع------------- متصلة وتسمى تلك البقعة -الغوطة عرضها مرحلة فى مرحلتين -ليس بالمغرب مكان أنزه منه- ومخرج مائها من تحت كنيسة يقال لها الفيجة و-------------------------------------------أول ما يخرج مقداره ارتفاع ذراع فى عرض باع ثم يجرى فى شعب تتفجر فيها العيون فيأخذ منه نهر عظيم أجراه يزيد بن معاوية يعرض فى كثير ثم يستنب------ط منه نهر المزة ونهر القنوات ويظهر عند الخروج من الشعب بموضع يقال	دخله من الفتور بطول السير إذا طرحت فيه الجلود ت-معطت لشدة حره ولا يمكن استعماله إلا ب--مزاج ويعم هذا الماء حماماتهم وحياض----هم والغور مع أول هذه البحيرة ثم يمتد على بيسان حتى ينتهى الى زغر ويرد البح-----يرة الميتة والغور ما بين جبلين غائر فى الأرض جدا وبه فاكهة وأب ونخيل وعيون وأنهار ولا يسقط------- به الثلوج وبعض الغور من حد الأردن الى أن يجاوز بيسان فإذا جاوز-ه كان من حد فلسطين وهذا البطن إذا امتد فيه السائر أداه الى ايلة وكأن الغور من بين البلاد لحسنه وتبدد نخيله وطيبه ناحية من نواحى العراق الحسنة الجليلة ومدينة صور من أحصن الحصون التى على شط البحر عامرة خصبة ويقال إنه أقدم بلد بالساحل وإن عامة حكماء اليونانية منها وبالأردن كان مسكن يعقوب النبي عليه السل-م وجب يوسف ------------على اثنى عشر ميلا من طبرية م---ما يلى ظ دمشق وجميع مياه طبرية فمن --بحيرتها وأما جند دمشق ف---قصبتها دم------شق وهى أجل مدينة بالشأم--------- فى أرض مستوية قد دحيت بين جبال تحتف بها الى مياه كثيرة وأشجا- وزروع قد أحاطت بها متصلة وتعرف تلك البقعة بالغوطة عرضها مرحلة فى مرحلتين وليس بالشأم- مكان أنزه منها ومخرج مائها من تحت بيعة تعرف ب----الفيجة مع ما يأتى اليه من عين بردى من جبل سنير وهو أول ما يخرج مقدار- ارتفاع ذراع فى عرض باع ثم يجرى فى شعب تتفجر فيه- العيون فيأخذ منه نهر عظيم أجراه يزيد بن مع-وية يغوص الرجل فيه عمقا ثم ينبسط منه نهر المزة ونهر القناة- ويظهر عند الخروج من الشعب بموضع يقال	1572.0	58	145	300	300	-7695622752351456437	2766565028107270289	149	Shamela0011680-ara1.completed	Shamela0011780-ara1.completed
517	1083	1	210	0	354	1564	499	300	92	-5334324642317135731	7707327246432207837	Shamela0011680-ara1.completed.ms058	Shamela0011780-ara1.completed.ms146	1564	1616	440	85.1063829787234	له النيرب ويقال إنه المكان الذي قال- الله في--------ه وآويناهما إلى ربوة ذات قرار ومعين ثم يبقى من هذا الماء عمود النهر في-سمى بردى وعليه قنطرة فى وسط مدينة دمشق لا يعبره الراكب غزارة-- وكثرة فيفضى إلى قرى الغوطة ويجرى الماء فى عامة دورهم وسككهم وحماماتهم وبها مسجد ليس فى الإسلام مسجد أحسن ولا أكثر نفقة منه و--------------أما الجدار والقبة التى فوق المحراب عند المقصورة فمن بناء- الصابئين وكان مصلاهم ثم صار فى أيدى اليونانيين فكانوا يعظمون فيه دينهم ثم صار لليهود وملوك من عبدة ---------الأوثان فقتل فى ذلك الزمان	له النيرب ويقال أنه المكان الذي عناه الله تعالى بقوله وآويناهما الى ربوة ذات قرار ومعين ثم ينقل من هذا الماء عمود النهر المسمى بردا وعليه قنطرة فى وسط مدينة دمشق لا يعبره الراكب غزر ماء وكثرة فيفضى الى قرى الغوطة ويجرى الماء فى عامة دورهم وسككهم وحماماتهم وبها مسجد ليس فى الإسلام----- أحسن-------------- منه ولا أقين بقعة فأما الجدار والقبة التى فوق المحراب عند المقصورة فمن أبنية الصابئين وكان مصلاهم ثم صار فى أيدى اليونانيين وكانوا يعظمون فيه دينهم ثم صار لليهود وملوك من عبدة الأصنام والأوثان وقتل فى ذلك الزمان	802.0	58	146	300	300	-7695622752351456437	-7684627922741401095	72	Shamela0011680-ara1.completed	Shamela0011780-ara1.completed
944	1	499	0	92	533	769	1407	145	263	-5334324642317135731	7707327246432207837	Shamela0011680-ara1.completed.ms059	Shamela0011780-ara1.completed.ms146	1598	1616	665	70.44491525423729	يحيى بن زكريا- عليه-- السلام ونصب رأسه على باب هذا المسجد بباب يسمى جي-رون ثم تغلب- عليه النصارى فصار ف-ى أيديهم كنيسة--- يعظمون فيها دينهم حتى جاء الإسلام فصار------- للمسلمين واتخذوه مسجدا وعلى باب جيرون حيث نصب رأس يحيى بن زكرياء نصب رأس الحسين بن على عليهما السلا---------------------------------------------م فلما كان فى أيام الوليد بن عبد الملك عمره فجعل أرضه رخاما مفروشا وجعل وجه جدرانه رخاما مجزعا وأساطينه رخاما موشى ومعاقد رؤوس أساطينه ذهبا ومحرابه -ذهبا------ مرصعا بالجواهر ودور السقف كله ذهبا مكتبا كما تطوف ترابيع جدار المسجد -يقال إنه أنفق فيه وحده خراج الشام----- وسطحه رصاص وسقفه خشب مذهب يدور--- الماء ----------على رقعة المسجد -------حتى إذا فجر فيه انبسط على---- جميع الأركان سواء---------------------------------------------------------------------------- ومن جند دمشق بعلبك وهى مدينة على جبل -عامة أبنيتها من حجارة وبها قصور من حجارة قد بنيت على أساطين شاهقة -ليس بأرض الشام أبنية حجارة أعجب ولا أكبر منها وأطرابلس مدينة	يحيى بن زكرياء عليهما السل-م فنصب رأسه على باب هذا المسجد المسمى باب جيرون ثم تغلبت عليه النصارى فصارت فى أيديهم بيعة لهم يعظمون فيها دينهم حتى جاء الإسلام فصار المكان للمسلمين واتخذوه مسجدا وعلى باب جيرون---- نصب -----------------------رأس الحسين بن على بالموضع الذي نصب فيه رأس يحيى بن زكرياء عليهم أجمعين السلم فلما كان فى أيام الوليد بن عبد الملك عمره فجعل أرضه رخاما مفروشا وجعل وجه جدرانه رخاما مجزعا وأساطينه رخاما موشى ومعاقد رؤوس أساطينه ذهبا ومحرابه مذهب الجملة مرصعا بالجواهر ودور السقف كله ذهب- مكتب- كما يطوق ترابيع جدار المسجد ويقال إنه أنفق فيه وحده خراج الشأم سنين وسطحه رصاص فإذا أرادوا غسله بثقوا الماء اليه فدار على رقعة المسجد بأجمعه حتى إذا فجر منه انبسط عنه وعن جميع الأركان بالسوية وكان خراج الشأم على عهد بنى مروان ألف ألف دينار وفوق ثمان مائة ألف دينار ومن ح-د دمشق بعلبك وهى مدينة على جبل وعامة أبنيتها من حجارة وبها قصور من حجارة قد بنيت على أساطين شاهقة وليس بأرض الشأم أبنية حجارة أعجب ولا أكبر منها و-----هى مدينة	1133.0	59	146	300	300	5984221300191501243	-7684627922741401095	106	Shamela0011680-ara1.completed	Shamela0011780-ara1.completed
554	1	1115	0	202	136	222	1655	41	299	-5334324642317135731	7707327246432207837	Shamela0011680-ara1.completed.ms060	Shamela0011780-ara1.completed.ms149	1595	1659	171	30.866425992779785	-على شفير البرية-- كان يسكنه عمر بن عبد العزيز وأما العواصم ف-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------اسم الناحية وليس موضع بعينه يسمى العواصم وقصبتها أنطاكية وهى-- بعد دمشق أنزه بلد بالشام -عليها--------------- سور من صخر يحيط بها وبجبل مشرف عليها فيه---- مزارع وأرحية ومراع وأشجار وما ---	وعلى شفيرها وسيفها كان يسكنه عمر بن عبد العزيز رضى الله عنه وكانت صالحة فى قدرها مغوثة للمجتازين عليها فى وقتنا لأن الطريق انقطع فى غير وقت من بطن الشأم على التجار باعتراض السلطان عليهم وبما سرح الروم بالشأم فى غير وقت فلجؤا الى طريق البادية لبوار السلطان واستيلاء الأعراب على الولاة وخفروا وساروا بالأدلاء وعن قريب ب يكف التجار فقرهم وتنقطع سابلتهم وطرقهم والعواصم اسم الناحية وليس ----بمدينة تسمى بذلك--- وقصبتها انطاكية وكانت بعد دمشق أنزه بلاد الشأم وعليها الى هذه الغاية سور من صخر يحيط بها وبجبل مشرف عليها فيه لهم مزارع------- ومراع وأشجار وأرحية	245.5	60	149	300	300	6366480597508325089	4129015070751609553	24	Shamela0011680-ara1.completed	Shamela0011780-ara1.completed
704	567	132	106	25	265	1005	785	186	140	-5334324642317135731	7707327246432207837	Shamela0011680-ara1.completed.ms060	Shamela0011780-ara1.completed.ms151	1595	1743	332	47.159090909090914	فهى مدينة فى بر-----------------------ية الغالب على مزارعها الأعذاء وهى خصبة ومنها البحترى الشاعر وثابت ابنه بها وسكانها عرب وبقربها سن------جة وهى مدينة صغيرة بقربها قنطرة حجارة تعرف بقنطرة سنجة ليس فى الإسلام قنطرة أعجب--------- منها وأما---------------------------------------------------------------- سميساط فهى على الفرات وكذلك----------------- جسر منبج وهما مدينتان صغيرتان خصب-تان لهما زروع سقى ومباخ------------------------س وماؤهما من الفرات و-----------ملطية مدينة كبيرة من أكبر الثغور التى------------------------------- دون جبل اللكام------------------- وتحتف به-----ا جبال كثيرة--------- الجوز----------------------- وسائر الثمار مباح---------------------- لا مالك له و-هى من قر-ى بلد الروم	وهى مدينة--- برية وأرض ثرية حمراء خلوقية الغالب على مزارعه-----------------------ا البخوس وعليها سور أزلى------------------- وبقربها مدينة سنجة وهى مدينة صغيرة بقربها قنطرة حجارة تعرف بقنطرة سنجة ليس فى الإسلام قنطرة أعجب ولا أعظم منها ويضرب بها المثل فيقال من عجائب الدنيا كنيسة الرها وقنطرة سنجة ومدينة سميساط على نفس الفرات وتقارب المدينة المسماة جسر منبج وهما مدينتان صغيرتان حصينتان لهما----- سقى كبير من مياه بهما وزروعهم بخوس وماؤهما من الفرات وكانت مدينة ملطيه مدينة كبيرة من أجل- الثغور وأشهرها وأكثرها سلاحا وأجلدها رجالا دون جبل اللكام الى ما يلى الجزيرة وتحتف بها أيضا جبال كثيرة بها مباح الجوز واللوز والكروم والرمان وسائر الثمار الشتوية والصيفية وهى مباحة لا مالك لها وهى من أقوى بلد للروم	464.5	60	151	300	300	6366480597508325089	-3340730247535893250	45	Shamela0011680-ara1.completed	Shamela0011780-ara1.completed
916	1	690	0	128	402	651	1519	121	279	-5334324642317135731	7707327246432207837	Shamela0011680-ara1.completed.ms061	Shamela0011780-ara1.completed.ms152	1597	1637	497	54.25764192139738	زربة بلد- يشبه مدن الغور بها -نخيل وهى خصبة واسعة--- الثمار والزروع والمرعى وهى المدينة التى أراد وصيف الخادم أن --يدخ----------ل بلد الروم منها فأدركه المعتضد هناك والمص----------------------------------------------------------------------يصة مدينتان إحداهما تسمى المصيصة والأخرى كفربيا على جانبى جيحان وبينهما قنطرة حجارة------- حصينة جدا على شرف من الأرض----- ينظر منها الجالس فى المسجد الجامع-- إلى قرب البحر نحو أربعة فراسخ----------------------------------------------------------------------------------- وجيحان---- يخرج من بلد الروم حتى ينتهى إلى المصيصة ثم إلى رستاق يعرف بالملون حتى يقع فى بحر الروم وأذنة مدينة تكون مثل ------------------------------------------------------------------------------أحد جانبى المصيصة على نهر يسمى سيحان وهى مدينة خصبة عامرة وهى منقطعة على نهر سيحان فى غربى النهر وسيحان هو دون جيحان فى الكبر عليه قنطرة حجارة عجيبة البناء طويلة جدا ويخرج هذا النهر من بلد الروم أيضا وطرسوس	زربة بلدا يشبه مدن الغور به النخيل و-الخصب والسعة فى الثمار والزرع ---------وهى المدينة التى كان- وصيف الخادم هم بالدخول منها الى بلد الروم----- فأدركه المعتضد بها وكانت حسنة الداخل والخارج نزهة من داخل سورها جليلة فى جميع أمورها وكانت المصيصة مدينتين إحداهما تسمى المصيصة والأخرى كفربيا على جانبى جيحان وبينهما قنطرة حجارة وكانتا حصين--تين على نشز من الأرض وشرف ينظر منها الجالس فى --مسجد --جامعها الى نحو البحر---- أربعة فراسخ كالبقعة كانت بين يديه خضرة نضرة جليلة الأهل نفيسة القدر كثيرة الأسواق حسنة الأحوال وجيحان نهر يخرج من بلد الروم حتى ينتهى الى المصيصة ثم الى رستاق يعرف بالملوان ف--يقع فى بحر الروم وكانت عليه من القرى والضياع الكثيرة الماشية والكراع ما لم يبق منهم نافخ نار وكانت اذنه أيضا مدينة كأحد جانبى المصيصة على ---------------------------------------------------نهر سيحان فى غربى النهر وسيحان--- دون جيهان فى الكبر عليه قنطرة ب---- عجيبة البناء طويلة جدا ويخرج هذا النهر من بلد الروم أيضا وكانت -	797.0	61	152	300	300	-2036943544632405745	-6461369767603949914	71	Shamela0011680-ara1.completed	Shamela0011780-ara1.completed
644	1204	5	222	1	239	1592	616	299	118	-5334324642317135731	7707327246432207837	Shamela0011680-ara1.completed.ms061	Shamela0011780-ara1.completed.ms154	1597	1557	302	46.8944099378882	الغور بقرب زغر وإنما تسمى الميتة لأنه ليس--- فيها شىء من الحيوان -لا سمك ولا غيره وتقذف بشىء يسمى الحمر منه --------------يلقحون --------كروم فلسطين كما يلقح النخل ب--طلع الفحال منها--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- وبزغر بسر يقال له الانقلاء لم أر بالعراق --ولا بمكان--------- أعذب ----ولا أحس---ن منظرا منه كأن لونه -الزعفران لا- يغادر منه شيئا ويكون--- أربعة منه شبرا وديار قوم لوط هى أرض تسمى الأرض المقلوب----------ة وليس بها زرع ولا ضرع ولا حشيش ---------وهى بقعة سوداء قد فرشت ب---حجارة	الشأم بقرب زغر وإنما تسمى الميتة لأنه لا شىء فيها م----ن الحيوان إلا شىء ----------تقذف به يعرف ب-الحمرية وأهل زغر بناحية يلقحون كرومهم وكروم فلسطين كما تلقح النخل بالطلع الذكر وكما يلقح أهل المغرب تينهم بذكارهم وزغر مدينة حارة جرومية متصلة بالبادية صالحة الخيرات وبها من عمل النيل والتجارة به وفيه ما لا يقصر عما بكابل من صناعه وعماله غير أنه يقصر عن صباغ نيل كابل وبزغر بسر يقال له الانقلاء وليس- بالعراق ظ ولا بمكان من الأرض أعذب منه ولا أحسن من منظره-------- لونه كالزعفران فلم يغادر منه شيئا ويكون فى أربعة منه رطل- وديار قوم لوط وه--------ى الأرض المعروفة بالملعونة وليس بها زرع ولا ضرع ولا حشيش ولا نبات وهى بقعة سوداء قد افترشتها حجارة	424.5	61	154	300	300	-2036943544632405745	134570034743690192	39	Shamela0011680-ara1.completed	Shamela0011780-ara1.completed
1107	1	616	0	118	492	869	1554	170	299	-5334324642317135731	7707327246432207837	Shamela0011680-ara1.completed.ms062	Shamela0011780-ara1.completed.ms154	1496	1557	621	56.09756097560976	متقاربة فى الكبر -يروى أنها الحجارة المسومة التى رمى بها قوم لوط وعلى عامة تلك الحجارة كالطابع---------------------------------------------------------------------------------------------- ومعان مدينة صغيرة---------------------- سكانها بنو أمية ومواليهم وهو حصن من الشرا------ة وحوران والبثنية هما رستاقان عظيمان من جند دمشق مزارعهما مباخس وهناك بصرى و----------------------عند البلقاء ع-مان التى جاء فى الخبر فى ذكر-------- الحوض -أنه ما بين عمان وبصرى وبغراس على طريق الثغور وبها دار ضيافة لزبيدة وليس بالشام دار ضيافة غيرها وبيروت مدينة على شط بحر الروم خصبة من عمل دمشق بها كان مقام الأوزاعى وأما المسافات بالشام فإن طولها---------------------------- من ملطية إلى رفح فمن ملطية إلى منبج أيام --------------ومن منبج إلى حلب يومان ومن حلب إلى حمص----- أيام ومن حمص إلى دمشق----- أيام ومن دمشق إلى طب------رية أيام ومن طبرية إلى الرمل-----ة أيام ومن الرملة إلى رفح يومان فذلك مرحلة-------------- وعرضها فى بعض المواضع أكثر من بعض ف-------أعرضها طرفاها وأحد طرفيها من الفرات من جسر منبج على مبنج ثم على قورس فى حد قنسرين ثم على العواصم فى حد أنطاكية ثم يقطع جبل اللكام إلى بياس ثم إلى التينات ثم على المثقب	متقاربة فى الكبر ويروى أنها الحجارة المسومة التى رمى به- قوم لوط وعلى جميع تلك الحجارة كالطابع من وجهيها وهى شىء كقواليب الجبن المستديرة هيآتها وخلقها فلا يرى فيها ما يخالف شيئا من أشكالها ومعان مدينة صغيرة على شفير البادية أيضا سكانها بنو أمية و---فيهم لبنى السبيل مرفق ومغوثة وحوران والبثنية---- رستاقان عظيمان من جند دمشق مزارعه-ا مباخس ويتصل أعمالهما بحدود نهر بين الذي عند البلقاء وعمان الذي جاء فى الخبر أنه نهر من ركى الحوض وأنه ما بين ------بصرى وعمان ف----------------------------------------------------------------------------------------------------------------------------------------أما المسافات بالشأم فإن طولها من حد ملطيه الى رفح والطريق------------------ من ملطيه على منبج وبينهما أربعة أيام ومن منبج الى حلب يومان ومن حلب الى حمص خمسة أيام ومن حمص الى دمشق خمسة أيام ومن دمشق الى طبرية أربعة أيام ومن طبرية الى الرملة ثلثة أيام ومن الرملة الى رفح يومان فالجميع خمسة وعشرون يوما وعرضها فى بعض المواضع أكثر من بعض وذلك أن أعرضها طرفاها وأحد طرفيها من الفرات من جسر منبج على منبج ثم على قورس فى حد قنسرين ثم على العواصم فى حد انطاكيه ثم يقطع جبل اللكام الى بياس ثم الى التينات ثم على المثقب	1022.5	62	154	300	300	-2298243842272644159	134570034743690192	92	Shamela0011680-ara1.completed	Shamela0011780-ara1.completed
