align_len	b1	b2	bw1	bw2	ch_match	e1	e2	ew1	ew2	gid1	gid2	id1	id2	len1	len2	matches	matches_percent	s1	s2	score	seq1	seq2	tok1	tok2	uid1	uid2	w_match	series_b1	series_b2
185	327	1392	69	266	108	490	1560	101	300	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms1887	Shia000204Vols-ara1.ms021	1475	1560	137	74.05405405405405	الصحيح عن عمرو بن عثمان عن أبي جعفر---------------------- عليه السلام وقد سأله أيكره الجماع في ساعة من الساعات فقال نعم يكره في الليلة التي ينكسف فيها القمر واليوم الذي تنكسف فيه الشمس	الخزاز عن عمرو بن عثمان عن أبي جعفر قال قلت لأبي عبد الله عليه السلام--------- أيكره الجماع في ساعة من الساعات -قال نعم يكره في --ليلة ينخسف----- فيها القمر واليوم الذي تنكسف فيه الشمس	238.5	1887	21	300	300	8198630691946401070	8213475805828266781	24	Shia000163Vols-ara1	Shia000204Vols-ara1
610	490	1	101	0	168	998	346	205	70	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms1887	Shia000204Vols-ara1.ms022	1475	1468	214	35.08196721311476	وفيما بين غروب الشمس إلى أن يغيب الشفق ومن طلوع الفجر إلى طلو-------------------------------ع الشمس وف----------------------------------------------------------ي الريح السوداء و-------------الصفراء والزلزلة ولقد بات رسول الله صلى الله عليه وآله وسلم عند بعض نسائه فانكسف القمر في تلك الليلة فلم يكن منه فيها شئ فقالت له زوجته يا رسول الله بأبي أنت وأمي كل هذا للبغض فقال ويحك هذا الحادث من السماء فكرهت أن أتلذذ فأدخل في شئ وقد عير الله قوما فقال عز وجل وإن يروا كسفا من السماء ساقطا يقولوا سحاب مركوم وأيم الله لا يجامع مع أحد في هذه الساعات التي وصفت فيرزق من جماعه ولدا وقد سمع بهذا الحديث فيرى ما يحب وزاد	وفيما بين غروب الشمس إلى أن يغيب الشفق ومن طلوع الفجر إلى طلوع وفي المحاق وبعد الفجر حتى تطلع الشمس وفي أول ليلة من كل شهر إلا شهر رمضان وفي ليلة النصف الشمس وفي الريح السوداء أو الحمراء أو الصفراء والزلزلة ثم قال--------------------- عليه السلام في آخر الرواية------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ وأيم الله لا يجا---مع أحد في هذه الساعات التي وصفت فيرزق من جماعه ولدا وقد سمع -هذا الحديث فيرى ما يحب وأما	350.5	1887	22	300	300	8198630691946401070	-8347006586786295407	37	Shia000163Vols-ara1	Shia000204Vols-ara1
153	94	40	18	8	117	247	192	51	41	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms1888	Shia000204Vols-ara1.ms023	1492	1560	150	98.0392156862745	وعن إسحاق بن عمار قال قلت لأبي إبراهيم عليه السلام الرجل يكون معه أهله في السفر ولا يجد الماء أيأتي أهله قال ما أحب أن يفعل ذلك إلا أن يخاف على نفسه وعن	-عن إسحاق بن عمار قال قلت لأبي إبراهيم عليه السلام الرجل يكون معه أهله في السفر ولا يجد الماء أيأتي أهله قال ما أحب أن يفعل ذلك إلا أن يخاف على نفسه وفي	293.0	1888	23	300	300	2563150757104919350	7518762020296758164	31	Shia000163Vols-ara1	Shia000204Vols-ara1
306	238	1079	49	205	218	544	1362	109	260	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms1888	Shia000204Vols-ara1.ms023	1492	1560	273	89.2156862745098	نفسه وعن أبي عبد الله عليه السلام وقد سئل أجامع وأنا عريان فقال لا ولا مستقبل القبلة ولا مستدبرها وقال عليه السلام لا تجامع في السفينة وقال رسول الله صلى الله عليه وآله وسلم يكره أن يغشى الرجل المرأة وقد احتلم حتى يغتسل من احتلامه الذي رأى فإن فعل وخرج الولد مجنونا فلا يلومن إلا نفسه ولا بأس بتكرر الجماع	-أنه سأل أبا عبد الله عليه السلام فقا---ل أجامع وأنا عريان -قال لا ولا مستقبل القبلة ولا مستدبرها وقال عليه السلام لا تجامع في السفينة وقال رسول الله صلى الله عليه وآله----- يكره أن يغشى الرجل المرأة وقد احتلم حتى يغتسل من احتلامه الذي رآه فإن فعل وخرج الولد مجنونا فلا يلومن إلا نفسه و-------------الجماع	508.0	1888	23	300	300	2563150757104919350	7518762020296758164	49	Shia000163Vols-ara1	Shia000204Vols-ara1
777	815	125	163	26	299	1220	889	243	176	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms1888	Shia000204Vols-ara1.ms024	1492	1533	375	48.26254826254826	عليه السلام قال قال رسول الله صلى الله عليه وآله وسلم والذي نفسي بيده لو أن رجلا غشي امرأته وفي البيت---- مستيقظ يراهما ويسمع كلامهما و-نفسهما ما أفلح أبدا إن كان غلاما كان زانيا وإن كانت جارية كانت زانية وروى الشيخ------------------------------------------------------------------------------------------------------------------- عن سماعة قال سألته عن الرجل ينظر إلى فرج المرأة وهو يجامعها فقال لا بأس--- إلا أنه يورث العمى و---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------عن عبد الله بن سنان قال قال أبو عبد الله عليه السلام اتقوا الكلام عند التقاء الختانين فإنه يورث الخرس	عليه السلام قال قال رسول الله صلى الله عليه وآله----- والذي نفسي بيده لو أن رجلا غشى امرأته وفي البيت صبي مستيقظ يراهما ويسمع كلامهما وتنفسهما ما أفلح أبدا إن كان غلاما كان زانيا أو------ جارية كانت زانية وهل يختص الحكم بالمميز أو يتناول الجميع وجهان وجزم المحقق لشيخ علي بالأول ولا بأس به قوله والنظر في فرج المرأة لما رواه الشيخ عن سماعة قال سألته عن الرجل ينظر -في فرج المرأة وهو يجامعها -قال لا بأس به إلا أنه يورث العماء وفي الطريق ضعف ونقل عن ابن حمزة أنه عد ذلك في المحرمات ولا ريب في ضعفه والكلام عند الجماع بغير ذكر الله تعالى مسائل الأولى يجوز النظر إلى وجه امرأة يريد نكاحها وكفيها وفي رواية إلى شعرها ومحاسنها قوله والكلام عند الجماع بغير ذكر الله لما رواه الشيخ عن عبد الله بن سنان قال قال أبو عبد الله عليه السلام اتقوا الكلام عند التقاء الختانين فإنه يورث الخرس	691.0	1888	24	300	300	2563150757104919350	6515804824123369327	67	Shia000163Vols-ara1	Shia000204Vols-ara1
812	819	66	154	12	220	1216	796	229	153	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms1891	Shia000204Vols-ara1.ms025	1579	1589	279	34.35960591133005	ال-عموم و----الرواية التي أشار إليها المصنف المتضمنة جواز النظر إلى شعرها ومحاسنها -ر-----------------------------------------------------------------------واها عبد الله بن الفضل مرسلا عن الصادق عليه السلام قال قلت له أينظر الرجل إلى المرأة يريد تزويجها فينظر إلى شعرها ومحاسنها قال لا بأس بذلك إذا لم يكن متل----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ذذا وروى عبد الله بن سنان بطريق فيه مجاهيل قال قلت ---لأبي عبد الله عليه السلام--- الرجل يريد أن يتزوج المرأة أينظر إلى شعرها فقال نعم إنما يريد أن يشتريها بأغلى --ثمن وروى --	القاموس وأما الرواية التي وردت ---------------------بجواز النظر إلى شعرها ومحاسنها فرواها الكليني عن عدة من أصحابه عن أحمد بن محمد بن خالد عن أبيه عن رجل عن أبي عبد الله عليه الس-------------------------لام قال قلت له أينظر الرجل ي-----------ريد تزويجها -ينظر إلى شعرها ومحاسنها قال لا بأس بذلك إذا لم يكن متلذذا وهذه الرواية ضعيفة بالإرسال لكنها موافقة لمقتضى الأصل ومؤيدة بالروايتين المتقدمتين فيتجه العمل بها ويعضدها أيضا إطلاق صحيحة الحسن بن السري عن أبي عبد الله عليه السلام أنه سأله عن الرجل ينظر إلى المرأة قبل أن يتزوجها قال نعم فلم يعطي ماله ويدل على جواز النظر إلى الشعر صريحا ما رواه ابن بابويه في الصحيح وكذا إلى أمة يريد شرائها --عن عبد الله بن ---------------------سنان أنه سأل أبا عبد الله عليه السلام عن الرجل يريد أن يتزوج المرأة أينظر إلى شعرها -قال نعم إنما يريد أن يشتريها بأغلى الثمن ويشترط	455.0	1891	25	299	300	7114528299273095783	952010256276843257	44	Shia000163Vols-ara1	Shia000204Vols-ara1
235	1343	76	251	14	130	1518	308	287	62	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms1892	Shia000204Vols-ara1.ms026	1587	1547	165	70.2127659574468	العورة أيضا وفي رواية أبي بصير قال سألت أبا عبد الله عليه السلام عن الرجل-------------------------------------------------------- يعترض---- الأمة ليشتريها قال لا بأس بأن ينظر إلى محاسنها ويمسها ما لم ينظر إلى ما لا ينبغي له النظر إليه	الحاجة إليه وفي رواية أبي بصير قال سألت أبا عبد الله عليه السلام عن الرجل يعرض وإلى أهل الذمة لأنهن بمنزلة الإماء ما لم يكن لتلذذ يعترض خ ل الأمة ليشتريها قال لا بأس بأن ينظر إلى محاسنها ويمسها ما لم ينظر إلى ما لا ينبغي--- النظر إليه	304.5	1892	26	300	300	7749529998410609297	-3319802331483080195	31	Shia000163Vols-ara1	Shia000204Vols-ara1
803	668	534	121	105	279	1381	1012	255	199	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms1893	Shia000204Vols-ara1.ms026	1590	1547	352	43.83561643835616	السكوني عن أبي عبد الله عليه السلام قال قال رسول الله صلى الله عليه وآله وسلم لا حرمة لنساء أهل الذمة أن ينظر إلى شعورهن وأيد----------------------------------------------------------------يهن وفي حديث آخر ع-----نه عليه السلام قا-ل لا بأس بالنظر إلى نساء أهل تهامة والأعراب وأهل البوادي من أهل الذمة والعلوج لأنهن إذا نهين لا ينت---------هين وليس في الخبرين تعليل بما ذكره المصنف نعم روى أبو بصير عن أبي جعفر عليه السلام أن أهل الكتاب مماليك للإمام فتكون نساؤهم بمنزلة الإماء في الجملة وبفهم من تعليله أنه يرى جواز النظر إلى أمة الغير كذلك وهو المشهور مقيدا بكون النظر إلى وجهها وكفيها وشعرها خاصة بالقيدين ومنع ابن إدريس من النظر إلى نساء أهل الذمة لعموم عربي القرآن الكريم سورة النور أقل للمؤمنين يغضوا من أبصارهم واختار--ه العلامة في المختلف--------- وإن وافق المشهور في باقي كتبه وعلى القول بالجواز	السكوني عن أبي عبد الله عليه السلام قال قال رسول الله صلى الله عليه وآله----- لا حرمة لنساء أهل الذمة أن ينظر إلى شعورهن وأيديهن وما رواه ابن بابويه في الصحيح عن الحسن بن محبوب عن عباد بن صهيب قال سمعت أبا عبد الله عليه السلام يقول لا بأس بالنظر إلى نساء أهل تهامة والأعراب وأهل البوادي من أهل الذمة والعلوج لأنه---------ن لا ينتهين إذا نه-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ين ومنع ابن إدريس من النظر إلى نساء أهل الذمة تمسكا بقوله تعالى -------------------قل للمؤمنين يغضوا من أبصارهم واستقر به العلامة في المختلف وهو أحوط وإن كان--------------------------- القول بالجواز	597.0	1893	26	296	300	-1236497341938696260	-3319802331483080195	59	Shia000163Vols-ara1	Shia000204Vols-ara1
237	6	145	1	27	124	221	342	43	66	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms1895	Shia000204Vols-ara1.ms027	1579	1532	155	65.40084388185655	في جواز نظر كل من الزوجين إلى جسد الآخر مطلقا لأن له الاستمتاع به فالنظر أولى والفرج من جملة- ذلك وقد تقدم الخلاف في النظر إليه حال الجماع وأن الأصح الجواز والمملوكة في -----------------حكم الزوجة---- مع جواز نكاحها فلو كانت مزوجة للغير	في جواز نظر كل من الزوجين إلى---- الآخر مطلقا-------------------------------- والفرج من جملته ذلك وقد تقدم الخلاف في النظر إليه حال الجماع وإن الأصح الجواز والمملوكة التي يجوز نكاحها في حكم الزوجة ومن لا يجوز نكاحها في حكم أمة ا----لغير	259.5	1895	27	300	300	-3725941709056525414	-1527480799754939602	24	Shia000163Vols-ara1	Shia000204Vols-ara1
796	797	242	154	45	329	1574	688	299	126	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms1895	Shia000204Vols-ara1.ms028	1579	1619	404	50.753768844221106	ولإطباق الناس في كل عصر على خروج النساء على وجه يحصل منه بدؤ ذلك من غير نكير والثاني التحريم مطلقا اختاره العلامة في التذكرة لعموم قوله تعالى ولا يبدين زينتهن إلا لبعولتهن الآية ولاتفاق المسلمين على منع النساء من أن يخرجن سافرات ولو حل النظر لنزلن منزلة الرجال ولأن النظر إليهن مظنة الفتنة وهو محل الشهوة واللائق بمحاسن الشرع حسم الباب والإعراض عن تفاصيل الأحوال كالخلوة بالأجنبية ولأن الخثعمية أتت رسول الله صلى الله عليه وآله وسلم في في حجة الوداع تستفتيه وكان الفضل بن العباس رديف رسول الله صلى الله عليه وآله وسلم فأخذ ينظر إلها وتنظر إليه فصرف رسول الله صلى الله عليه وآله وسلم وجه الفضل عنها وقال رجل شاب وامرأة شابه فخشيت أن يدخل بينهما الشيطان وفي كل واحد من هذه الأدلة- نظر لأن النهي في الآية مختص بما عدا الوجه وال---------كفين لقوله تعالى إلا ما ظهر منها و----دعوى -----اتفاق المسلمين	--إطباق الناس في كل عصر على خروج النساء على وجه يحصل معه بدو ذلك من غير نكير وقيل يحرم و-----------اختاره العلامة في التذكرة لعموم قوله تعالى ولا يبدين زينتهن إلا لبعولتهن------ ولاتفاق المسلمين على منع النساء من أن يخرجن سافرات ولو حل النظر لنزلن منزلة الرجال ولأن النظر إليهن مظنة الفتن---------------ة واللائق بمحاسن الشرع حسم الباب والإعراض عن تفاصيل الأحوال كالخلوة بالأجنبية------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- وفي----------- هذه الدلائل نظر لأن---------------------------- الوجه والكفين مستثنيان بقوله تعالى إلا ما ظهر منها وما ادع-ى من الاتفاق على -----	708.0	1895	28	300	300	-3725941709056525414	4937580834127326650	66	Shia000163Vols-ara1	Shia000204Vols-ara1
337	1260	429	240	90	158	1469	766	287	163	-1443406072268737492	7240553286051581872	Shia000163Vols-ara1.ms1903	Shia000204Vols-ara1.ms029	1531	1445	204	60.534124629080125	ما رواه الشيخ عن أحمد بن محمد بن عيسى---------------------------------------------------------------------------------------------------------------------- عن معاوية بن حكيم عن أحمد بن محمد عن حماد بن عثمان عن عبد الله بن أبي يعفور قال سألت أبا عبد الله عليه السلام عن الرجل يأتي المرأة في دبرها قال لا بأس به وأضاف ف----------ي التذكرة	ما رواه الشيخ عن أحمد بن محمد بن عيسى الثالثة العزل عن الحرة بغير إذنها قيل يحرم محرم خ ل وتجب به دية النطفة عشرة دنانير وقيل مكروه وهو أشبه ورخص في الإماء عن معاوية بن حكيم عن أحمد بن محمد عن حماد بن عثمان عن عبد الله بن أبي يعفور قال سألت أبا عبد الله عليه السلام عن الرجل يأتي المرأة في دبرها قال لا بأس به وقد وصف العلامة في التذكرة	384.5	1903	29	300	300	4308571796322151858	-3899405832379206115	44	Shia000163Vols-ara1	Shia000204Vols-ara1
